공항명,항공기 제조사 모델,충격 정도,비행날짜,항공사,출발지(주),비행의 단계,야생동물 크기,야생동물 종,시간대,기타 비용,수리 비용,총 비용,지시 속도(노트)
NASHVILLE INTL,MD-80,,1990-08-05,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,132
BALTIMORE WASH INTL,FOKKER F28 MK 1000,,1990-08-05,US AIRWAYS*,메릴랜드,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,80
NASHVILLE INTL,MD-80,,1990-08-05,AMERICAN AIRLINES,테네시,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-08-06,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,165
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-06,AMERICAN AIRLINES,텍사스,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,122
HOUSTON-HOBBY,B-737-200,,1990-08-06,SOUTHWEST AIRLINES,텍사스,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
LOS ANGELES INTL,B-737-300,,1990-08-09,SOUTHWEST AIRLINES,켈리포니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,165
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-09,AMERICAN AIRLINES,텍사스,진입,작다,해변종다리,낮,0,0,0,132
LOS ANGELES INTL,PA-31 NAVAJO,,1990-08-09,BUSINESS,켈리포니아,착륙,작다,비둘기,낮,0,0,0,100
LOS ANGELES INTL,L-1011,소소한,1990-08-10,HAWAIIAN AIR,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
PHOENIX SKY HARBOR,B-727,,1990-08-12,AMERICAN AIRLINES,아리조나,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,200
LOS ANGELES INTL,L-1011,,1990-08-12,HAWAIIAN AIR,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
TETERBORO AIRPORT,IAI ASTRA JT,,1990-08-13,UNKNOWN,뉴저지,이륙,중간,알 수 없는 새 - 중간,밤,0,0,0,
SALT LAKE CITY INTL,MD-87,,1990-08-13,AMERICAN AIRLINES,유나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
NASHVILLE INTL,DC-9-30,소소한,1990-08-15,US AIRWAYS*,테네시,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,210
JOHN F KENNEDY INTL,DC-10-10,,1990-08-15,AMERICAN AIRLINES,뉴욕,진입,작다,미국울새,낮,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,,1990-08-16,US AIRWAYS*,노스 캐롤라이나,진입,작다,비둘기,낮,0,0,0,130
NASHVILLE INTL,MD-82,,1990-08-16,AMERICAN AIRLINES,테네시,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1990-08-17,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,,1990-08-17,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,170
NASHVILLE INTL,B-737-200,엄청난,1990-08-18,SOUTHWEST AIRLINES,테네시,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,210
MINNEAPOLIS-ST PAUL INTL,C-9,,1990-08-18,MILITARY,미네소타,착륙,중간,알 수 없는 새/박쥐,낮,0,0,0,123
WILL ROGERS WORLD ARPT,MD-80,,1990-08-19,AMERICAN AIRLINES,오클라호마,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,250
EPPLEY AIRFIELD,B-727,,1990-08-19,AMERICAN AIRLINES,네브래스카,진입,작다,흰점찌르레기,낮,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727,,1990-08-20,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,150
HOUSTON-HOBBY,B-737-300,,1990-08-20,SOUTHWEST AIRLINES,텍사스,하강,작다,알 수 없는 새 - 작음,밤,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,,1990-08-21,AMERICAN AIRLINES,일리노이,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,145
GREATER PITTSBURGH,B-737-300,엄청난,1990-08-21,US AIRWAYS*,펜실베니아,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,,1990-08-22,UPS AIRLINES,켄터키,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1990-08-23,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,150
INDIANAPOLIS INTL,B-737-200,중간,1990-08-23,SOUTHWEST AIRLINES,인디아나,이륙,작다,우는비둘기,낮,0,0,0,95
GREATER PITTSBURGH,DC-9,,1990-08-24,US AIRWAYS*,펜실베니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
HOUSTON-HOBBY,B-737-500,소소한,1990-08-24,SOUTHWEST AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,150
PHILADELPHIA INTL,MD-80,,1990-08-24,AMERICAN AIRLINES,펜실베니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,135
PHILADELPHIA INTL,MD-80,,1990-08-24,AMERICAN AIRLINES,펜실베니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,,1990-08-25,AMERICAN AIRLINES,일리노이,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-25,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,135
MINETA SAN JOSE INTL,MERLIN III,,1990-08-25,SKYWEST AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,103
MINETA SAN JOSE INTL,MD-80,,1990-08-27,AMERICAN AIRLINES,켈리포니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,160
MINETA SAN JOSE INTL,STINSON 108,,1990-08-27,UNKNOWN,켈리포니아,이륙,중간,붉은꼬리매,낮,0,0,0,40
SALT LAKE CITY INTL,B-727-200,,1990-08-27,DELTA AIR LINES,유나,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,
WILL ROGERS WORLD ARPT,B-727,,1990-08-28,FEDEX EXPRESS,오클라호마,하강,크다,알 수 없는 새 - 큼,밤,0,0,0,250
AUSTIN-BERGSTROM INTL,B-737-200,,1990-08-28,SOUTHWEST AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,,1990-08-28,AMERICAN AIRLINES,텍사스,상승,작다,비둘기,낮,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,MD-82,,1990-08-28,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,250
PORTLAND INTL (OR),MD-80,,1990-08-29,AMERICAN AIRLINES,오리건,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
NEW ORLEANS INTL,B-737-300,,1990-08-29,SOUTHWEST AIRLINES,루이지애나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-29,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
NASHVILLE INTL,MD-80,,1990-08-30,AMERICAN AIRLINES,테네시,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1990-08-30,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,DC-10-10,,1990-08-30,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,195
DALLAS/FORT WORTH INTL ARPT,DC-10,,1990-08-31,AMERICAN AIRLINES,텍사스,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,250
DETROIT METRO WAYNE COUNTY ARPT,DC-9,,1990-08-31,NORTHWEST AIRLINES,미시간,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,,1990-08-31,AMERICAN AIRLINES,일리노이,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
JOHN F KENNEDY INTL,A-300,,1990-08-31,AMERICAN AIRLINES,뉴욕,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-31,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-727,,1990-09-01,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,엄청난,1990-09-01,US AIRWAYS*,노스 캐롤라이나,이륙,중간,알 수 없는 새 - 중간,황혼,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,,1990-09-01,AMERICAN AIRLINES,미시간,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,150
HOUSTON-HOBBY,B-737-300,,1990-09-03,SOUTHWEST AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,250
ATLANTA INTL,B-737,,1990-09-04,DELTA AIR LINES,조지아,상승,작다,흰점찌르레기,낮,0,0,0,150
GREATER PITTSBURGH,B-737,,1990-09-05,US AIRWAYS*,펜실베니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,180
GREATER PITTSBURGH,B-737-300,,1990-09-05,US AIRWAYS*,펜실베니아,이륙,작다,흰점찌르레기,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,,1990-09-05,AMERICAN AIRLINES,일리노이,진입,작다,비둘기,황혼,0,0,0,135
RONALD REAGAN WASHINGTON NATL,MD-82,,1990-09-06,AMERICAN AIRLINES,워싱턴 DC,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,240
CHICAGO O'HARE INTL ARPT,MD-80,,1990-09-06,AMERICAN AIRLINES,일리노이,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,135
CHICAGO O'HARE INTL ARPT,MD-80,,1990-09-06,AMERICAN AIRLINES,일리노이,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,250
NASHVILLE INTL,B-727-200,,1990-09-06,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-80,,1990-09-07,AMERICAN AIRLINES,미주리,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
SAN ANTONIO INTL,MD-80,,1990-09-07,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
ATLANTIC CITY INTL,SAAB-340,,1990-09-07,BUSINESS,뉴저지,착륙,작다,미국울새,낮,0,0,0,100
GREATER PITTSBURGH,B-737-300,,1990-09-07,US AIRWAYS*,펜실베니아,이륙,작다,흰점찌르레기,낮,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,EMB-120,,1990-09-09,EXPRESSJET (CONTINENTAL EXPRS),텍사스,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-737-200,,1990-09-10,US AIRWAYS*,워싱턴 DC,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727,,1990-09-10,AMERICAN AIRLINES,일리노이,진입,중간,미국까마귀,낮,0,0,0,150
HONOLULU INTL ARPT,DC-9-50,,1990-09-10,HAWAIIAN AIR,하와이,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,125
NEW ORLEANS INTL,DC-10-10,,1990-09-10,AMERICAN AIRLINES,루이지애나,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,155
PORTLAND INTL (OR),C-560,,1990-09-10,BUSINESS,오리건,진입,작다,비둘기,낮,0,0,0,115
ATLANTIC CITY INTL,CASA C-212,,1990-09-10,BUSINESS,뉴저지,착륙,작다,아메리카황조롱이,낮,0,0,0,
INDIANAPOLIS INTL,B-737-200,,1990-09-10,US AIRWAYS*,인디아나,이륙,작다,우는비둘기,낮,0,0,0,100
RONALD REAGAN WASHINGTON NATL,MD-80,,1990-09-10,AMERICAN AIRLINES,워싱턴 DC,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,160
LAGUARDIA NY,MD-80,,1990-09-10,AMERICAN AIRLINES,뉴욕,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,B-727,,1990-09-11,AMERICAN AIRLINES,노스 캐롤라이나,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
GEORGE BUSH INTERCONTINENTAL,ATR-42,,1990-09-12,EXPRESSJET (CONTINENTAL EXPRS),텍사스,진입,작다,알 수 없는 새 - 작음,새벽,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1990-09-12,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,150
ATLANTA INTL,MD-80,,1990-09-12,AMERICAN AIRLINES,조지아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,135
LOUISVILLE INTL ARPT,B-727,,1990-09-13,UPS AIRLINES,켄터키,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,230
GREATER PITTSBURGH,ATR-42,,1990-09-13,BUSINESS,펜실베니아,이륙,작다,흰점찌르레기,낮,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,,1990-09-14,COMAIR AIRLINES,켄터키,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
PHILADELPHIA INTL,B-737-300,,1990-09-14,US AIRWAYS*,펜실베니아,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,T-38A,,1990-09-14,MILITARY,루이지애나,상승,작다,킬디어,낮,0,0,0,130
HOUSTON-HOBBY,B-737-300,,1990-09-15,SOUTHWEST AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,,1990-09-15,US AIRWAYS*,노스 캐롤라이나,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,160
LOS ANGELES INTL,B-737-200,소소한,1990-09-16,AMERICA WEST AIRLINES,켈리포니아,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,320
PORT COLUMBUS INTL,DC-9-30,,1990-09-16,US AIRWAYS*,오하이오,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
LAGUARDIA NY,B-727,,1990-09-17,AMERICAN AIRLINES,뉴욕,상승,중간,알 수 없는 새 - 중간,낮,0,0,0,210
ATLANTA INTL,MD-88,,1990-09-17,UNKNOWN,조지아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,
NASHVILLE INTL,B-727-200,,1990-09-17,AMERICAN AIRLINES,테네시,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,230
PORTLAND INTL (OR),DHC8 DASH 8,,1990-09-17,HORIZON AIR,오리건,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,125
ATLANTIC CITY INTL,F-16,,1990-09-18,MILITARY,뉴저지,착륙,중간,알 수 없는 새/박쥐,밤,0,5218,5218,0
NASHVILLE INTL,MD-80,,1990-09-18,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,123
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-09-18,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,170
MINETA SAN JOSE INTL,BA-146,,1990-09-18,AMERICAN AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1990-09-20,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,110
LOS ANGELES INTL,B-737-300,,1990-09-20,SOUTHWEST AIRLINES,켈리포니아,착륙,작다,우는비둘기,낮,0,0,0,90
LAGUARDIA NY,B-737-400,중간,1990-09-21,US AIRWAYS*,뉴욕,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,
GEORGE BUSH INTERCONTINENTAL,EMB-120,,1990-09-21,UNKNOWN,텍사스,상승,작다,비둘기,낮,0,0,0,110
SALT LAKE CITY INTL,B-737-200,,1990-09-21,BUSINESS,유나,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,100
MINETA SAN JOSE INTL,AEROS 350,,1990-09-21,BUSINESS,켈리포니아,지상활주,작다,알 수 없는 새 - 작음,낮,0,0,0,10
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-09-22,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
NASHVILLE INTL,B-727-200,,1990-09-22,AMERICAN AIRLINES,테네시,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,150
LAMBERT-ST LOUIS INTL,MD-83,,1990-09-22,AMERICAN AIRLINES,미주리,이륙,작다,비둘기,낮,0,0,0,125
PORTLAND INTL (OR),B-737,,1990-09-22,US AIRWAYS*,오리건,이륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1990-09-22,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,135
LIHUE ARPT,BELL-206,엄청난,1990-09-23,BUSINESS,하와이,하강,중간,알 수 없는 새 - 중간,낮,0,0,0,60
NEW ORLEANS INTL,B-727,,1990-09-23,AMERICAN AIRLINES,루이지애나,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
NASHVILLE INTL,B-727-200,,1990-09-24,AMERICAN AIRLINES,테네시,진입,중간,알 수 없는 새 - 중간,황혼,0,0,0,140
KANSAS CITY INTL,B-737,,1990-09-24,CONTINENTAL AIRLINES,미주리,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-09-25,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,127
DETROIT METRO WAYNE COUNTY ARPT,CITATION II,,1990-09-25,BUSINESS,미시간,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,115
DALLAS/FORT WORTH INTL ARPT,B-767-300,,1990-09-25,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
NASHVILLE INTL,B-727,,1990-09-25,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,황혼,0,0,0,125
ATLANTIC CITY INTL,C-137C,보통많은,1990-09-26,MILITARY,뉴저지,상승,중간,알 수 없는 새 - 중간,낮,0,23656,23656,150
MINNEAPOLIS-ST PAUL INTL,SA227 AC METRO III,,1990-09-26,MESABA AIRLINES,미네소타,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-727-200,,1990-09-26,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-09-27,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,150
NASHVILLE INTL,B-727-200,,1990-09-27,AMERICAN AIRLINES,테네시,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,250
NEWARK LIBERTY INTL ARPT,DC-9,,1990-09-27,AIR CANADA,뉴저지,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,,1990-09-27,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,150
JOHN F KENNEDY INTL,DC-10-10,,1990-09-27,AMERICAN AIRLINES,뉴욕,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,141
SACRAMENTO INTL,B-737-300,,1990-09-28,UNITED AIRLINES,켈리포니아,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
SACRAMENTO INTL,MD-80,,1990-09-28,AMERICAN AIRLINES,켈리포니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,DC-10,,1990-09-30,AMERICAN AIRLINES,텍사스,진입,크다,알 수 없는 새 - 큼,낮,0,0,0,180
SEATTLE-TACOMA INTL,B-737-300,소소한,1990-09-30,AMERICA WEST AIRLINES,워싱턴,진입,크다,캐나다 거위,황혼,0,0,0,140
LOUISVILLE INTL ARPT,B-727,,1990-09-30,AMERICAN AIRLINES,켄터키,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-80,,1990-09-30,AMERICAN AIRLINES,일리노이,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,250
BALTIMORE WASH INTL,B-737,,1990-09-30,DELTA AIR LINES,메릴랜드,이륙,작다,비둘기,낮,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-10-01,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-10-01,AMERICAN AIRLINES,텍사스,진입,작다,미국울새,낮,0,0,0,140
ORLANDO INTL,DC-10-10,,1990-10-02,AMERICAN AIRLINES,플로리다,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
NASHVILLE INTL,B-727,,1990-10-04,AMERICAN AIRLINES,테네시,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,140
NEW ORLEANS INTL,MD-80,,1990-10-05,AMERICAN AIRLINES,루이지애나,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
HONOLULU INTL ARPT,B-737,,1990-10-06,ALOHA AIRLINES,하와이,진입,작다,검은가슴물떼새,밤,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,,1990-10-07,AMERICAN AIRLINES,텍사스,진입,작다,알 수 없는 새 - 작음,낮,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-10-09,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1990-10-10,MILITARY,루이지애나,이륙,중간,알 수 없는 새/박쥐,낮,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-135,,1990-10-10,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,밤,0,0,0,190
JOHN F KENNEDY INTL,DC-10-10,,1990-10-10,AMERICAN AIRLINES,뉴욕,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,B-727,,1990-10-10,UNITED AIRLINES,노스 캐롤라이나,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,130
MEMPHIS INTL,B-737,,1990-10-10,UNITED AIRLINES,테네시,착륙,작다,알 수 없는 새 - 작음,낮,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,소소한,1990-10-11,AMERICAN AIRLINES,텍사스,하강,크다,알 수 없는 새 - 큼,밤,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-10-11,UNKNOWN,텍사스,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,200
LOGAN INTL,B-737,엄청난,1990-10-12,US AIRWAYS*,메사추세츠,이륙,중간,재갈매기,낮,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-10-12,AMERICAN AIRLINES,텍사스,상승,작다,알 수 없는 새 - 작음,낮,0,0,0,200
ATLANTA INTL,DC-9,,1990-10-12,DELTA AIR LINES,조지아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,,1990-10-12,AMERICAN AIRLINES,일리노이,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,150
HONOLULU INTL ARPT,B-737-200,,1990-10-12,ALOHA AIRLINES,하와이,이륙,작다,검은가슴물떼새,밤,0,0,0,120
HONOLULU INTL ARPT,B-737,,1990-10-13,ALOHA AIRLINES,하와이,착륙,중간,알 수 없는 새 - 중간,낮,0,0,0,100
SAN ANTONIO INTL,B-737-300,,1990-10-13,SOUTHWEST AIRLINES,텍사스,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,210
LOGAN INTL,B-737-300,,1990-10-14,US AIRWAYS*,메사추세츠,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-10-15,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,190
LIHUE ARPT,B-737-200,,1990-10-15,ALOHA AIRLINES,하와이,이륙,중간,알 수 없는 새 - 중간,낮,0,0,0,120
BALTIMORE WASH INTL,B-727-100,,1990-10-15,AMERICAN AIRLINES,메릴랜드,하강,중간,알 수 없는 새 - 중간,밤,0,0,0,230
ATLANTIC CITY INTL,F-16,,1990-10-15,MILITARY,뉴저지,착륙,중간,알 수 없는 새/박쥐,밤,0,0,0,0
ATLANTIC CITY INTL,F-16,,1990-10-15,MILITARY,뉴저지,착륙,중간,알 수 없는 새/박쥐,밤,0,0,0,0
PHILADELPHIA INTL,MD-82,,1990-10-17,AMERICAN AIRLINES,펜실베니아,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,140
ATLANTA INTL,DC-10,,1990-10-18,FEDEX EXPRESS,조지아,상승,크다,알 수 없는 새 - 큼,밤,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-10-18,MILITARY,루이지애나,진입,중간,알 수 없는 새/박쥐,낮,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,B-727,,1990-10-18,UNITED AIRLINES,미네소타,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,170
MINNEAPOLIS-ST PAUL INTL,MD-80,,1990-10-18,TRANS WORLD AIRLINES,미네소타,진입,작다,알 수 없는 새 - 작음,밤,0,0,0,210
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,,1990-10-19,US AIRWAYS*,노스 캐롤라이나,상승,중간,알 수 없는 새 - 중간,밤,0,0,0,146
LOS ANGELES INTL,BA-146-200,,1990-10-19,US AIRWAYS*,켈리포니아,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,200
HONOLULU INTL ARPT,DC-9-10,,1990-10-20,HAWAIIAN AIR,하와이,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727,,1990-10-21,AMERICAN AIRLINES,텍사스,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,,1990-10-21,AMERICAN AIRLINES,일리노이,상승,작다,알 수 없는 새 - 작음,밤,0,0,0,150
ATLANTA INTL,MD-88,,1990-10-22,DELTA AIR LINES,조지아,상승,크다,알 수 없는 새 - 큼,밤,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,,1990-10-22,US AIRWAYS*,노스 캐롤라이나,진입,중간,알 수 없는 새 - 중간,새벽,0,0,0,140
ATLANTA INTL,MD-80,,1990-10-22,AMERICAN AIRLINES,조지아,진입,중간,알 수 없는 새 - 중간,낮,0,0,0,133
INDIANAPOLIS INTL,B-727-200,,1990-10-22,AMERICAN AIRLINES,인디아나,진입,중간,알 수 없는 새 - 중간,밤,0,0,0,210
