US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
2335352,2335352,,50000,Mar 16 2001,R,,Contemporary Fiction,,5.5,1399
6100000,6100000,,1200000,Dec 29 1967,,,Historical Fiction,,6.8,104
23894000,23894000,,250000,May 01 1981,,,,,3,836
57300000,57300000,,13000000,Dec 11 1974,,,Historical Fiction,,9,245271
66520529,66520529,,54000000,Dec 25 1990,,,Historical Fiction,,7.6,82977
46743809,46743809,,25000000,Sep 19 1990,,,Dramatization,97,8.8,229156
134966411,268500000,,7000000,Mar 15 1972,,,Historical Fiction,100,9.2,411088
2637726,2652515,,300000,Mar 10 2000,PG,,Contemporary Fiction,50,6.8,638
11744471,11744471,,4000000,Aug 08 1963,,,,91,8.4,62074
12604,12604,,425000,Jan 21 2005,Not Rated,100,,,5.2,134
217631306,517600000,,22000000,Jul 13 1990,,,Fantasy,81,6.9,51125
238632124,291632124,,30000000,Jun 08 1984,PG,,Science Fiction,,6.8,358
4880941,4880941,,12000000,Mar 22 1996,R,,Contemporary Fiction,34,4.9,3348
106429941,356429941,,60000000,Nov 17 1995,PG-13,,Contemporary Fiction,80,7.2,69199
20404841,36404841,,45000000,Oct 04 1996,R,92,Contemporary Fiction,13,4.9,7230
26593580,26593580,,18000000,Dec 14 1989,,,Dramatization,93,8,56427
51773,101773,,3000000,Aug 04 1999,R,,,,6.1,199
123922370,123922370,,13000000,Dec 23 1987,,,Historical Fiction,,7.2,32609
52767889,52767889,,22000000,Dec 08 1982,,,Dramatization,85,8.2,50881
5363000,5363000,,2627000,Dec 24 2043,,,,,6.9,869
7800000,7800000,,2000000,Dec 31 1946,,,,83,7.4,4637
0,2717302,,30000000,Dec 14 2007,,,Dramatization,,7,3631
5691854,5691854,,2400000,Oct 16 1996,R,,Historical Fiction,87,6.7,2701
79817937,79817937,,12000000,Dec 12 1986,,,Fantasy,26,5.4,14471
28835,28835,,200000,Oct 10 2008,R,,Contemporary Fiction,,6.4,3004
51100000,124900000,,3000000,Dec 22 1964,,,,96,7.9,47095
70906973,70906973,,14600000,Feb 12 1993,PG,,Fantasy,96,8.2,134964
148168459,148168459,,11000000,Jun 08 1984,,,Fantasy,78,7,42163
1152411,1152411,,2000000,Apr 30 1999,R,,Contemporary Fiction,,7.5,6026
41476097,41476097,,50000000,Jun 15 1990,,,Fantasy,,6.1,22712
15473333,15473333,,20000000,Feb 15 1965,G,,,39,6.3,3300
4068087,4068087,,11000000,Sep 26 2003,PG-13,,Dramatization,,,
36000000,36000000,,4000000,Jan 10 1952,,,,41,6.8,4264
391942,391942,,6000000,Feb 02 1979,,,,,6.9,5141
72021008,115021008,,30250000,Oct 20 1995,R,,Contemporary Fiction,86,6.9,33364
10731997,10731997,,25000000,Oct 08 1993,,,,87,7.6,11215
227241,227241,,1000000,Sep 24 2004,Not Rated,,Dramatization,,,
198680470,390525192,,3900000,Dec 15 2039,G,222,Historical Fiction,97,8.2,78947
2746453,5746453,,3000000,Oct 16 1998,Not Rated,,Contemporary Fiction,84,6.5,64
7018525,7018525,,23000000,Aug 23 1991,,,Science Fiction,27,5.3,6995
19571091,19571091,,9300000,Aug 07 1981,,,Science Fiction,60,6,45
,,,4000000,Dec 31 1929,,,,90,7.9,2050
6000000,6000000,,10000000,Dec 18 1981,,,Science Fiction,,4.1,620
3700,3700,,1000000,Mar 18 2005,R,,,,1.5,486
6800000,6800000,,1800000,Aug 03 1968,,,Historical Fiction,93,6.9,10292
14564000,14564000,,1000000,Sep 18 1987,,,Fantasy,63,7,22442
19487173,66787173,,42000000,Oct 02 1992,,,Contemporary Fiction,,6.4,323
13738574,13738574,,26000000,Jan 27 1995,PG-13,,Fantasy,,3.8,7763
5900000,12900000,,16000000,Mar 07 1986,R,,Fantasy,66,7.2,40802
0,0,,1250000,Oct 28 2041,,,,88,7.9,7420
8000000,8000000,,730000,Dec 31 1951,,,,95,8.3,34163
31672000,31672000,,11000000,Jun 12 1981,,,Historical Fiction,,6.5,16691
33208099,33208099,,24000000,Dec 16 1969,,,,,4.4,254
25533818,25533818,,2500000,Oct 30 1981,,,Contemporary Fiction,27,4.9,12197
14400000,14400000,,2500000,Oct 22 1982,,,Contemporary Fiction,,3.8,12644
17768757,17768757,,5000000,Oct 01 1988,,,Fantasy,23,5.6,11079
11642254,11642254,,6000000,Oct 13 1989,,,Fantasy,14,,
15126948,15126948,,5000000,Sep 29 1995,R,,Contemporary Fiction,,4.4,8576
47000000,70000000,,325000,Oct 17 1978,,,,93,6,39866
173585516,358994850,,20000000,Nov 20 1992,PG,,Contemporary Fiction,21,5.8,51408
285761243,476684675,,15000000,Nov 16 1990,PG,,Contemporary Fiction,47,7,79080
89134,89134,,400000,May 16 1980,,,,,5.3,291
121807,121807,,2000000,May 26 2000,Not Rated,,,,3.6,74
5142858,5142858,,7500000,Mar 09 1984,,,Contemporary Fiction,69,5.8,4387
10161099,10161099,,9000000,Nov 08 1989,PG-13,,Historical Fiction,100,7.9,14499
1183658,14883658,,10100000,Apr 30 2010,,,,,4.6,687
119654823,300854823,,70000000,Dec 11 1991,,,Kids Fiction,24,6.2,60159
19438638,19438638,,5000000,Oct 23 1991,,,Contemporary Fiction,25,4.3,1596
39360491,39360491,,28000000,Jul 16 1993,,,Fantasy,29,6,15893
17985000,17985000,,1000000,Apr 10 1981,,,,60,6.5,8731
15700000,15700000,,15700000,Jan 01 1972,,,Historical Fiction,,7.6,15718
7768371,11768371,,700000,Oct 14 1994,PG-13,,Factual,98,8,9492
38623460,38623460,,10000000,Feb 16 1996,PG-13,92,Contemporary Fiction,58,6.9,54111
2816518,14938149,,40000000,Mar 11 1994,PG,,,58,7.4,32344
12299668,12299668,,560000,Aug 11 1964,,,Contemporary Fiction,100,7.6,15291
655538,655538,,400000,Oct 24 2008,R,,Contemporary Fiction,,6.1,505
120709866,200500000,,30000000,Mar 02 1990,,,Historical Fiction,95,7.6,55202
12000000,12000000,,3500000,Feb 23 1966,,,,,7,2395
26570048,26570048,,13000000,Jul 10 1996,PG,101,Kids Fiction,45,5.8,2963
1320043,1320043,,35000000,Apr 19 1996,R,,Historical Fiction,,6.9,3083
7600000,7600000,,2000000,Sep 25 1961,,,,97,8.1,25385
10000000,10000000,,2500000,May 29 1963,,,,79,3.4,93
17218916,17218916,,65000000,May 24 1991,,,Contemporary Fiction,20,5.3,21920
3484331,3484331,,44000000,Nov 19 1980,,,,,6.5,4649
2301777,2301777,,650000,Jun 19 1998,R,,Contemporary Fiction,,5.6,580
23800000,23800000,,658000,Apr 10 1953,R,,,94,5.4,32159
34562222,34562222,,15000000,Oct 10 1966,,,,,6.4,1153
16295774,16295774,,30000000,Aug 01 1986,,,Science Fiction,16,4.1,16051
31063038,31063038,,3400000,Dec 23 1977,,,,73,6.5,7025
162605,162605,,200000,May 10 2002,Not Rated,,Factual,,2.2,380
6600000,6600000,19339789,3180000,Dec 31 1945,,,,94,8.7,101499
13075390,13075390,,9000000,Mar 16 1984,,,Science Fiction,11,5.1,3600
306169255,817400878,,75000000,Jul 02 1996,PG-13,145,Science Fiction,61,6.5,149493
27682712,27682712,,40000000,Aug 23 1996,PG-13,95,Science Fiction,23,4.1,13770
0,0,,775000,Sep 08 2006,,,Factual,100,7.8,854
884,884,,1000000,Apr 21 2006,R,,Contemporary Fiction,,3.5,337
35627222,35627222,,45000000,Jul 14 1995,PG,,Kids Fiction,68,5.7,4836
33598,33598,,68000,Feb 20 1998,,,,,5.6,298
836641,836641,,10000000,Aug 06 1999,R,,Historical Fiction,,6.1,1100
13000000,13000000,,3500000,Dec 31 1966,,,,88,8.1,10562
2883661,2883661,,25000,Aug 01 1997,R,,Contemporary Fiction,89,7.2,7601
8864699,8864699,,8000000,Apr 22 1994,R,,Historical Fiction,29,5.7,542
4884663,4984663,,12000000,Jun 06 1986,,,Science Fiction,27,5,1933
493905,493905,,3400000,Apr 23 2004,Not Rated,,,,6.1,66
,,,385907,Sep 05 2016,,,,96,,
15716828,15716828,,22000000,Jun 13 1980,PG-13,138,Contemporary Fiction,,6.9,82601
79161,1807990,,55000000,Sep 20 2002,Not Rated,,,,5.1,397
24379978,24379978,,2000000,Aug 02 1967,,,,96,8.1,22429
58617334,58617334,,45000000,Aug 09 1996,PG-13,113,Contemporary Fiction,17,5.3,17267
9812870,9812870,,50000000,Oct 13 1995,R,,Contemporary Fiction,16,4.8,5279
60592389,129832389,,60000000,Nov 22 1996,PG,89,Kids Fiction,16,4.9,22928
16067035,59567035,,1000000,May 08 1963,,,,,7.3,36019
44342956,44342956,,27000000,Dec 25 1994,PG,,Historical Fiction,,5.8,5564
34687912,113487912,,85000000,Jun 30 1995,R,,Science Fiction,15,4.9,30736
7555256,7555256,,4000000,Feb 03 1995,R,,Contemporary Fiction,10,3.9,1481
2461628,2461628,,14000000,Mar 31 1995,PG-13,,Dramatization,36,5.6,1464
70405498,205400000,,40000000,Dec 20 1991,R,,Dramatization,83,8,59684
635305,635305,,1300000,Mar 23 2007,R,,Historical Fiction,92,7.2,586
3707583,3707583,,5000000,Aug 27 1982,,,Science Fiction,,5.5,486
100458310,262758310,,65000000,Dec 15 1995,PG,,Fantasy,48,6.4,54973
22730924,22730924,,44000000,Feb 02 1996,R,120,Contemporary Fiction,16,5.3,6482
7294,7294,,2000000,Jun 11 2010,R,,Historical Fiction,,7.9,6777
357067947,923067947,,63000000,Jun 10 1993,PG-13,,Science Fiction,87,7.9,151365
55000,55000,,500000,Dec 31 1990,,,,,5.8,1587
260000000,470700000,,12000000,Jun 20 1975,PG,,Contemporary Fiction,100,8.3,138017
102922376,208900376,,20000000,Jun 16 1978,PG,,Contemporary Fiction,56,5.6,18793
15728335,15728335,,23000000,Jul 17 1987,PG-13,,Contemporary Fiction,,2.6,15632
3275443,32575443,,10750000,Aug 11 2006,Not Rated,,Contemporary Fiction,67,5.6,4128
14533681,14533681,,1500000,Sep 08 1989,,,Contemporary Fiction,,5.5,11692
7412216,20412216,,1500000,Jul 21 1995,Not Rated,90,Contemporary Fiction,50,6.7,26122
25023424,32223424,,25000000,Jul 26 1996,R,113,Contemporary Fiction,51,6.7,28404
91457688,202000000,,26000000,Dec 21 1990,,,Contemporary Fiction,50,5.8,40433
10000000,10000000,,670000,Apr 07 2033,,100,,,,
52614445,90614445,,23000000,Dec 17 1976,,,,46,7.6,132720
14942422,14942422,,40000000,Apr 21 1995,R,,Contemporary Fiction,67,7.6,2374
0,0,,7000000,Dec 12 2008,,,Contemporary Fiction,,,
0,38585047,,20000000,Oct 10 2008,,,,,,
17000000,17000000,,500000,Dec 31 1976,,,,44,5.7,1463
1358,1358,,100000,Nov 09 2001,Not Rated,,,,,
19585,19585,,8000000,Apr 27 2001,R,,,,7.9,39948
11052713,11052713,,3000000,Oct 25 1985,,,Contemporary Fiction,,5.8,588
1430721,32430721,,10000000,Jun 23 2006,Not Rated,,Science Fiction,100,6.1,2735
1353824,1353824,,19000000,Aug 16 1996,R,,Historical Fiction,58,6,2397
43984000,43984000,,25000000,Nov 20 1987,,,Dramatization,91,7.9,24262
50016394,137298489,,85000000,Jun 18 1993,,,Fantasy,38,5.9,43171
35400000,161800000,,7000000,Jun 27 1973,,,,64,6.8,24044
2217561,31517561,,2700000,Sep 01 2006,Not Rated,,Contemporary Fiction,,7.8,5236
321952,321952,,35000,Apr 05 2002,Not Rated,,,,8,6893
22434,22434,,1000000,Sep 25 1998,R,,,,6,139
48092846,81972846,,12300000,Nov 18 1988,,,Historical Fiction,71,6.9,14017
39100000,50100000,,10000000,Oct 04 1962,,,Dramatization,92,7.8,17712
51185000,191200000,,40000000,Jul 31 1987,,,Contemporary Fiction,73,6.7,23735
217350219,504050219,,28000000,Nov 11 1992,G,,Fantasy,,7.8,69090
29317886,29317886,,10000000,Nov 23 1994,R,,Contemporary Fiction,,5.4,1847
2542264,2542264,,4030000,Mar 06 1998,PG-13,,Contemporary Fiction,,6.9,2506
18400000,18400000,,20000000,Apr 12 1985,,,Fantasy,63,6.7,15260
5017971,5017971,,7000000,Mar 08 1991,,,Contemporary Fiction,,7.5,24872
1500000,1500000,,35000000,Dec 31 1979,,,,,7.8,2659
49851591,49851591,,40000000,Jun 18 1986,,,Contemporary Fiction,50,5.6,4471
15502112,15502112,,25000000,Apr 18 1986,,,Fantasy,,6.1,20734
3100000,3100000,,87000,Aug 30 1972,R,,,63,6.7,22141
11603545,11603545,,25000000,Jun 21 1985,,,Science Fiction,57,5.8,5727
1705139,1705139,,4700000,Apr 22 1988,,,Fantasy,73,6.6,2221
33447612,33447612,,65000000,Oct 11 1996,R,120,Contemporary Fiction,69,6.6,28257
25317,25317,,6000000,Oct 03 2007,Not Rated,,Factual,,8.4,1027
313436,313436,,2100000,May 29 2002,R,,,,7.5,7114
9250000,9250000,,2000000,Jan 01 1962,,,,,,
10400000,10400000,,3000000,Dec 31 1959,,,,96,7.8,4185
2040920,2040920,,7000,Feb 26 1993,,,,,7,19668
18115927,18115927,,67000000,Sep 20 1996,R,100,Historical Fiction,,,
85160248,183316455,,17000000,Jul 18 1986,R,137,Science Fiction,100,7.5,84
54927174,158500000,,55000000,May 22 1992,R,,Science Fiction,37,6.3,78860
328539505,783839505,,79300000,Jun 15 1994,G,,Kids Fiction,92,8.2,136503
20123742,20123742,,3000000,Jun 10 1975,,,,100,7.6,12111
212285,743216,,250000,Mar 28 1997,R,,,,5.7,1406
5269990,5269990,,550000,Apr 27 1984,PG-13,,Contemporary Fiction,,7.3,477
13400000,13400000,,18000000,May 22 1981,,,Historical Fiction,,4.6,755
72455275,72455275,,40000000,Sep 25 1992,,,Historical Fiction,97,7.8,45410
9000000,9000000,,1000000,Dec 31 1955,,,,38,5.9,1301
15198912,15198912,,10000000,May 16 1980,,,Historical Fiction,79,7.1,3791
1246141,1246141,,7000000,Apr 08 1983,,,,,4.6,1668
399793,399793,,4000000,May 28 1999,,,,45,4.9,2263
66502573,66502573,,30000000,Dec 23 1994,R,,Historical Fiction,63,7.1,39815
107533925,132440066,,40000000,Jul 01 1992,,,Historical Fiction,81,6.9,33426
27979399,27979399,,13000000,Feb 05 1993,PG-13,,Contemporary Fiction,,5.7,17637
11000000,11000000,,1250000,Dec 31 1944,,,,100,8.2,11864
201857,52339566,,30000000,Feb 19 2010,,,,,6.9,1505
25000000,25000000,,7000000,Dec 31 1975,,,Science Fiction,70,6.7,14947
206400,206400,,7500000,Sep 13 2002,Not Rated,,,,6.9,1054
1050861,1050861,,5000000,Sep 21 1992,,,,94,6.7,1986
38747385,38747385,,30000000,Dec 19 1986,,,Fantasy,91,6.6,21521
12961389,12961389,,5000000,Jun 21 1996,R,,Contemporary Fiction,92,7.6,14599
833118,833118,,850000,Jan 30 2004,R,,Contemporary Fiction,,7.4,7157
65192350,120192350,,15000000,Mar 06 1987,,,Contemporary Fiction,90,7.6,54994
144731527,319700000,,35000000,May 15 1992,R,,Contemporary Fiction,56,6.5,39735
12836,12836,,4000000,Jun 20 1997,R,,,,5.7,1181
4595000,4595000,,6000000,Dec 04 1998,R,,Contemporary Fiction,83,6.9,8453
8373585,8373585,,7000000,Aug 12 1988,,,Historical Fiction,83,7.5,20934
34667015,156167015,,42000000,Jul 14 1989,,,Contemporary Fiction,,6.5,24558
200433,200433,,800000,Jul 18 2007,Not Rated,,Historical Fiction,,7.2,466
31983777,49800000,,4000000,Oct 27 1995,R,,Contemporary Fiction,89,7.6,42131
32100816,32100816,,10000000,Mar 06 1992,,,Science Fiction,47,5.1,12607
12232628,12232628,,5000000,Apr 15 1983,,,Contemporary Fiction,,5.8,2917
50003303,50003303,,15000000,Dec 21 1994,PG,,Historical Fiction,89,7.1,16514
37495385,69995385,,15000000,Dec 16 1962,,,Dramatization,98,8.6,79421
27731527,27731527,,3500000,May 26 1993,R,,Contemporary Fiction,85,7.4,14807
22549338,22549338,,8000000,May 07 1993,,,Historical Fiction,90,7.4,22470
14873,14873,,3800000,Apr 07 1965,PG-13,,Historical Fiction,97,6.7,2588
0,0,,27000000,Dec 31 1969,,,,,6.4,499
900000,900000,,558000,Dec 31 1930,,,,,2.2,376
48169910,48169910,,35000000,Nov 18 1992,,,Dramatization,90,7.7,23062
10000000,10000000,,350000,Dec 31 1979,,,,,6.2,3281
102300000,102300000,,6000000,Aug 26 1964,,,,100,7.7,34302
5707094,6370115,,47000000,Feb 23 1996,R,,Historical Fiction,27,5.5,6864
14102929,51702929,,25000000,Sep 13 1996,R,,Contemporary Fiction,29,4.9,7064
81600000,81600000,,3500000,Jan 01 1970,R,,,,8.6,8043
119920129,343900000,,18000000,Jul 29 1994,PG-13,,Fantasy,75,6.6,72981
37771017,101371017,,80000000,Dec 13 1996,PG-13,110,Science Fiction,50,6.3,76396
16153000,16153000,,10000000,Aug 03 1990,,,Contemporary Fiction,72,6.3,4210
10400000,10400000,,4500000,Dec 31 1955,,,Historical Fiction,67,7.4,5969
0,0,,400000,Apr 01 1986,,,,,6.9,5381
18642318,18642318,,7000000,May 05 2000,Not Rated,46,Factual,64,7.2,746
11092559,27572844,,25000000,Oct 11 1996,R,,Dramatization,77,6.9,11805
52929168,52929168,,11000000,Mar 13 1992,,,Contemporary Fiction,86,7.3,30524
44948240,44948240,,40000000,Feb 07 1992,,87,Contemporary Fiction,22,5.7,9307
48856,48856,,11900000,Mar 20 1998,,,Dramatization,,7.4,1748
24474312,24474312,,8000000,Dec 25 1981,,,Contemporary Fiction,,4.5,2144
51973029,51973029,,18000000,Sep 19 1984,R,,Dramatization,96,8.4,96997
163245,163245,,1500000,Feb 05 2036,,,,100,8.5,35773
50752337,50752337,,10000000,Oct 02 1992,PG,,Contemporary Fiction,8,5.9,15479
28350000,28350000,,3900000,Dec 12 1966,,,,85,8.1,12460
5675599,5675599,,18000000,Jun 25 1982,,,Science Fiction,,2.5,1446
41267469,41267469,,42000000,Nov 15 1996,PG-13,127,Contemporary Fiction,54,6,6055
44785053,44785053,,3600000,May 25 1969,R,,,90,8,34053
38413606,81613606,,30000000,Jul 20 1988,,,Contemporary Fiction,96,7.5,24104
49793054,49793054,,11000000,Apr 07 1989,,,Contemporary Fiction,84,6.9,20798
2200000,2200000,,11000000,Dec 31 1969,PG,,,89,6.8,1304
126021,257516,,200000,Sep 10 2004,R,,,31,5,248
24600832,24600832,,2000000,May 21 1982,,,Science Fiction,,,
46300000,60000000,,9400000,Nov 07 1963,,,,,7.5,14460
8750000,99750000,,200000,Mar 21 1980,,,Science Fiction,,6.9,36548
36230219,36230219,,10000000,Jul 10 1985,,,Science Fiction,,5.9,24273
20659423,20659423,,5000000,Nov 03 1982,,,Historical Fiction,80,7,3101
0,0,,6000000,Dec 19 1995,,,,,5.2,1435
3427696,5028948,,400000,May 10 1975,,,,,8.4,155049
4239767,4239767,,7500000,Mar 08 2002,R,,Contemporary Fiction,63,5.8,2559
13680000,13680000,,19000000,Nov 08 1962,,,,69,7.9,7608
19032000,25032000,,5000000,Sep 18 1981,,,Dramatization,57,6.3,4905
1000000,1000000,,7000000,Aug 05 1977,,,,,6.1,1233
14358033,14358033,,40000000,Feb 28 1992,,,Science Fiction,24,5.8,8522
900,900,,7000,Dec 31 2003,Not Rated,,,,,
6401336,6401336,,2500000,Sep 29 1991,,,Contemporary Fiction,84,7,17604
70300000,210300000,,31000000,Jun 29 1979,,,Contemporary Fiction,64,6.1,26760
35324232,77224232,,68000000,Nov 22 1995,R,,Contemporary Fiction,17,5.2,13972
2938000,2938000,,430000,Aug 03 1990,,,,88,7.2,3355
20008693,20008693,,4000000,Aug 17 1979,Not Rated,,Historical Fiction,,,
2108367,2108367,,6100000,Oct 20 1995,R,,Contemporary Fiction,53,7.1,52807
902835,1366235,,250000,Mar 16 2001,Not Rated,,Contemporary Fiction,42,6.7,1047
10039566,10039566,,25000000,Apr 19 1996,PG-13,,Contemporary Fiction,7,5.8,2987
219195051,441286003,,25000000,Nov 24 1993,PG-13,,Contemporary Fiction,64,6.6,56917
9000000,9000000,,1500000,Dec 31 1938,,,,97,8.2,33315
70433227,122133227,,20000000,Aug 18 1995,PG-13,,Fantasy,35,5.4,29605
22006296,112006296,,45000000,Nov 04 1994,R,,,,6.2,19913
8200000,8200000,,4000000,Dec 31 1960,,,,100,7.4,6351
13854000,13854000,,16000000,Dec 09 1988,,,Science Fiction,13,4.8,9073
8000000,8000000,,3200000,Jan 01 1962,,,,97,8.1,22681
180981886,456481886,,80000000,May 21 1996,PG-13,110,Contemporary Fiction,,6.9,86222
8400000,8400000,,16000000,Dec 31 1978,,,,9,4.7,2969
20133326,20133326,,45000000,Jul 17 1996,PG-13,117,Science Fiction,44,5.7,11935
103509,103509,,30000,Sep 01 2006,R,,Contemporary Fiction,,7,1102
27281507,27281507,,12000000,Dec 11 1992,,,,67,7.5,10853
21000000,97600000,,7000000,Dec 20 1974,,,,52,6.7,22431
72000000,72000000,,17000000,Oct 22 1964,,,Historical Fiction,94,7.9,28039
12793213,12793213,,6000000,Oct 21 1988,,,Contemporary Fiction,82,5.9,8413
1207007,6831069,,8400000,Mar 23 2007,Not Rated,,Contemporary Fiction,,6.7,1511
10508,10508,,700000,Oct 08 1999,PG-13,,,,6.8,91
4408636,4408636,,46000000,Sep 17 1982,,,Historical Fiction,,3,326
179880271,333080271,18998388,28000000,May 23 1984,,,Historical Fiction,85,7.5,110761
197171806,474171806,18740425,48000000,May 24 1989,,,Historical Fiction,89,8.3,171572
100358,329621,,1300000,Dec 09 2005,Not Rated,,,,3.5,494
49369899,49369899,,13000000,Aug 19 1988,,,Fantasy,,5.2,13310
3386698,3456820,,1000000,Aug 21 1998,R,,Contemporary Fiction,,,
14600000,19600000,,5000000,Apr 10 1981,,,Contemporary Fiction,71,6.3,5649
78716374,231716374,,35000000,Nov 15 1996,R,160,Historical Fiction,83,7.3,54484
2500000,2500000,,1250000,Jan 21 1953,,,,,7,4698
86930411,86930411,,23000000,Jun 28 1991,,,Contemporary Fiction,,6.6,26384
51041856,51041856,,30000000,Mar 18 1994,PG-13,,Contemporary Fiction,,6.1,24904
141600000,141600000,,3000000,Jul 28 1978,R,,,90,,
12000000,30000000,,114000,Oct 01 1968,Not Rated,,Science Fiction,96,6.6,10083
143273,143273,,5000000,Mar 27 1998,R,,,38,5.7,1145
12800000,12800000,,3500000,Dec 31 1958,,,,93,7.5,3313
25504513,25504513,,1800000,Nov 09 1984,,,Fantasy,95,5.3,12554
21163999,21163999,,3000000,Nov 01 1985,,,Fantasy,,4.9,16222
44793222,44793222,,5000000,Feb 27 1987,,,Fantasy,,6.2,17354
22168359,22168359,,6000000,Aug 11 1989,,,Fantasy,,4.7,10849
34872033,34872033,,5000000,Sep 13 1991,R,,Fantasy,,4.5,12779
18090181,18090181,,8000000,Oct 14 1994,R,,Fantasy,81,,
5835247,5835247,,4200000,Oct 19 1990,R,,Fantasy,67,6.6,10083
24464742,24464742,,2000000,Dec 31 1945,,,,97,6.3,9811
55500000,160000000,,36000000,Oct 07 1983,,,Contemporary Fiction,65,6,21247
2119994,2119994,,19000000,Dec 31 1992,,,,50,5.2,561
22189039,52189039,,15000000,Jan 15 1993,,,Contemporary Fiction,26,5,6746
105264608,223564608,,50000000,Nov 11 1994,R,,Fantasy,,7.4,78953
128814019,273814019,,55000000,Jun 28 1996,PG-13,95,Kids Fiction,67,5.6,32234
21300000,21300000,,27000000,Jul 20 1984,,,Fantasy,,7.4,25704
47329,47329,,750000,Nov 15 2002,R,,,67,6.6,1107
13668249,34668249,,45000000,Dec 20 1995,R,,Dramatization,75,7.1,13761
13800000,13800000,,14000000,Jun 22 1977,,,,63,6.7,1692
10763469,10763469,,15000000,Mar 01 1989,,,Contemporary Fiction,74,6.1,6906
0,15000000,,36500000,Jan 01 2009,,,Science Fiction,,5.5,2229
67900000,187500000,,27500000,Jun 10 1983,,,Contemporary Fiction,47,6.6,23167
38590458,38590458,,50000000,Feb 18 1994,R,,Contemporary Fiction,,3.8,9579
108981275,108981275,,4400000,Nov 19 1975,,,,96,8.9,214457
1355728,1355728,,1100000,Sep 04 1987,,,Contemporary Fiction,,5.6,424
22800000,82000000,,8000000,Dec 18 1969,,,,81,6.9,23159
48570885,48570885,,2800000,Jun 25 1976,,,,84,5.4,24523
12610552,12678312,,7200000,Oct 15 1999,PG-13,,Fantasy,8,3.3,3814
79096868,258210860,,31000000,Dec 18 1985,,,Historical Fiction,63,7,19638
419428,419428,,1600000,Mar 11 1989,,,,,5.1,230
52302978,52302978,,6000000,Sep 19 1980,,,Contemporary Fiction,91,7,138
4720371,4720371,,7000000,Dec 14 2001,PG,,Dramatization,,6.3,1670
1987,1987,,10000,May 28 2004,Not Rated,,,,6.3,113
2844379,2844379,,11000000,Dec 14 1995,R,,Historical Fiction,68,6.9,4289
