Effect Amount of damage,Flight Date,Phase of flight,Wildlife Size,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
Minor,1991.2.23,Approach,Small,Day,0,0,0,210
Substantial,1991.2.24,Approach,Medium,Dusk,0,0,0,130
None,1991.2.24,Approach,Small,Day,0,0,0,250
None,1991.2.26,Approach,Small,Day,0,0,0,140
None,1991.2.28,Approach,Large,Night,0,0,0,140
None,1991.2.28,Take-off run,Small,Day,0,0,0,
None,1991.3.3,Approach,Medium,Day,0,0,0,
None,1991.3.5,Landing Roll,Medium,Dusk,0,0,0,135
None,1991.3.5,Approach,Medium,Night,0,0,0,180
Substantial,1991.3.6,Climb,Medium,Day,0,0,0,150
Substantial,1991.3.6,Climb,Medium,Day,0,0,0,
Substantial,1991.3.7,Take-off run,Small,Day,0,0,0,117
None,1991.3.8,Approach,Small,Night,0,0,0,210
Minor,1991.3.12,Descent,Large,Day,0,0,0,280
None,1991.3.13,Take-off run,Medium,Day,0,0,0,100
None,1991.3.16,Climb,Medium,Day,0,0,0,320
None,1991.3.18,Climb,Medium,Night,0,0,0,250
None,1991.3.18,Descent,Medium,Night,0,0,0,250
None,1991.3.19,Approach,Medium,Night,0,0,0,250
None,1991.3.19,Approach,Small,Day,0,0,0,150
None,1991.3.19,Take-off run,Small,Night,0,0,0,120
Minor,1991.3.20,Approach,Large,Night,0,0,0,90
None,1991.3.20,Take-off run,Medium,Day,0,85,85,170
None,1991.3.20,Approach,Medium,Night,0,0,0,140
None,1991.3.21,Approach,Large,Day,0,0,0,110
None,1991.3.22,Climb,Small,Day,0,0,0,155
None,1991.3.23,Take-off run,Small,Day,0,0,0,130
None,1991.3.24,Climb,Medium,Night,0,0,0,90
None,1991.3.25,Landing Roll,Small,Day,0,0,0,45
None,1991.3.25,Approach,Small,Night,0,0,0,140
None,1991.3.26,Climb,Medium,Dusk,0,0,0,160
None,1991.3.28,Approach,Medium,Day,0,0,0,200
None,1991.3.28,Climb,Medium,Day,0,0,0,160
None,1991.3.29,Descent,Medium,Night,0,0,0,290
None,1991.3.29,Landing Roll,Medium,Night,0,0,0,140
None,1991.3.29,Climb,Small,Day,0,0,0,180
None,1991.3.31,Approach,Medium,Night,0,0,0,150
None,1991.4.4,Approach,Small,Night,0,0,0,147
None,1991.4.6,Approach,Medium,Day,0,0,0,125
Minor,1991.4.7,Landing Roll,Medium,Day,0,0,0,110
None,1991.4.7,Approach,Small,Day,0,0,0,140
None,1991.4.7,Climb,Small,Day,0,0,0,130
None,1991.4.8,Climb,Medium,Dusk,0,0,0,130
None,1991.4.8,Climb,Medium,Night,0,0,0,240
None,1991.4.9,Climb,Medium,Day,0,0,0,200
None,1991.4.9,Take-off run,Small,Day,0,0,0,120
Substantial,1991.4.10,Climb,Medium,Dusk,0,111815,111815,
None,1991.4.12,Landing Roll,Small,Day,0,0,0,
None,1991.4.15,Approach,Medium,Night,0,0,0,140
None,1991.4.15,Approach,Small,Day,0,0,0,140
None,1991.4.15,Landing Roll,Small,Day,0,0,0,140
None,1991.4.16,Descent,Medium,Night,0,0,0,210
None,1991.4.17,Climb,Large,Day,0,0,0,145
None,1991.4.17,Climb,Medium,Day,0,0,0,150
None,1991.4.17,Take-off run,Medium,Day,0,0,0,
None,1991.4.17,Approach,Medium,Night,0,3388,3388,240
None,1991.4.17,Climb,Small,Night,0,0,0,180
None,1991.4.18,Take-off run,Medium,Night,0,0,0,140
None,1991.4.18,Approach,Small,Day,0,0,0,100
None,1991.4.19,Landing Roll,Small,Day,0,0,0,120
None,1991.4.21,Approach,Small,Night,0,0,0,140
None,1991.4.22,Approach,Small,Night,0,0,0,140
None,1991.4.23,Landing Roll,Small,Night,0,0,0,140
None,1991.4.24,Approach,Medium,Day,0,0,0,155
None,1991.4.24,Climb,Medium,Day,0,0,0,160
None,1991.4.24,Approach,Medium,Night,0,0,0,170
None,1991.4.25,Landing Roll,Small,Day,0,0,0,140
None,1991.4.25,Take-off run,Small,Day,0,0,0,125
None,1991.4.25,Approach,Small,Dusk,0,0,0,130
None,1991.4.28,Take-off run,Small,Day,0,0,0,140
None,1991.4.28,Climb,Small,Night,0,0,0,200
None,1991.5.1,Approach,Medium,Night,0,0,0,150
None,1991.5.1,Approach,Medium,Night,0,0,0,200
None,1991.5.2,Approach,Small,Night,0,0,0,0
None,1991.5.2,Landing Roll,Small,Night,0,0,0,100
None,1991.5.3,Approach,Medium,Day,0,0,0,135
None,1991.5.3,Landing Roll,Medium,Day,0,0,0,115
None,1991.5.3,Approach,Medium,Night,0,0,0,131
None,1991.5.3,Landing Roll,Small,Day,0,0,0,
None,1991.5.4,Approach,Medium,Day,0,0,0,180
None,1991.5.4,Take-off run,Medium,Day,0,0,0,120
None,1991.5.4,Climb,Small,Day,0,0,0,139
None,1991.5.5,Climb,Medium,Day,0,0,0,220
None,1991.5.5,Landing Roll,Small,Day,0,0,0,110
None,1991.5.6,Take-off run,Medium,Day,0,0,0,100
None,1991.5.6,Approach,Medium,Night,0,0,0,180
None,1991.5.6,Approach,Small,Dusk,0,0,0,130
Substantial,1991.5.7,Take-off run,Medium,Day,67767,271066,338833,80
None,1991.5.7,Approach,Medium,Day,0,0,0,160
None,1991.5.7,Approach,Medium,Night,0,0,0,140
None,1991.5.7,Climb,Medium,Night,0,0,0,160
None,1991.5.7,Landing Roll,Small,Day,0,0,0,90
None,1991.5.8,Approach,Medium,Day,0,0,0,200
None,1991.5.8,Approach,Medium,Dusk,0,0,0,150
None,1991.5.9,Approach,Large,Night,0,0,0,160
None,1991.5.9,Climb,Medium,Day,0,0,0,
None,1991.5.9,Landing Roll,Medium,Day,0,0,0,
None,1991.5.9,Approach,Medium,Night,0,0,0,150
None,1991.5.9,Climb,Small,Day,0,0,0,160
None,1991.5.10,Approach,Medium,Night,0,0,0,170
None,1991.5.10,Approach,Small,Day,0,0,0,145
None,1991.5.10,Approach,Small,Dusk,0,0,0,130
None,1991.5.11,Approach,Medium,Day,0,0,0,150
None,1991.5.11,Climb,Small,Day,0,0,0,250
None,1991.5.12,Approach,Medium,Day,0,0,0,160
None,1991.5.12,Approach,Medium,Night,0,0,0,200
None,1991.5.12,Approach,Small,Day,0,0,0,140
None,1991.5.13,Take-off run,Small,Day,0,0,0,135
None,1991.5.13,Approach,Small,Night,0,0,0,150
C,1991.5.14,Approach,Large,Day,0,160764,160764,140
None,1991.5.14,Landing Roll,Medium,Day,0,0,0,128
Minor,1991.5.15,Approach,Medium,Dusk,0,0,0,170
None,1991.5.15,Climb,Medium,Night,0,0,0,250
None,1991.5.15,Climb,Small,Day,0,0,0,170
None,1991.5.15,Landing Roll,Small,Day,0,0,0,110
None,1991.5.16,Climb,Small,Day,0,0,0,200
None,1991.5.17,Landing Roll,Small,Day,0,0,0,120
None,1991.5.18,Approach,Small,Night,0,0,0,130
Minor,1991.5.19,Approach,Medium,Night,0,0,0,170
Medium,1991.5.19,Climb,Small,Day,0,0,0,230
None,1991.5.19,Approach,Small,Day,0,0,0,128
None,1991.5.19,Landing Roll,Small,Day,0,0,0,
None,1991.5.20,Approach,Medium,Day,0,0,0,116
None,1991.5.20,Approach,Medium,Day,0,0,0,180
None,1991.5.20,Approach,Small,Night,0,0,0,150
None,1991.5.22,Take-off run,Medium,Dawn,0,2711,2711,0
None,1991.5.22,Approach,Small,Day,0,0,0,140
None,1991.5.22,Climb,Small,Day,0,0,0,160
None,1991.5.27,Approach,Medium,Day,0,0,0,110
None,1991.5.29,Take-off run,Small,Day,0,0,0,55
None,1991.5.29,Take-off run,Small,Day,0,0,0,150
None,1991.5.29,Approach,Small,Night,0,0,0,210
None,1991.5.31,Approach,Small,Day,0,0,0,
None,1991.5.31,Landing Roll,Small,Day,0,0,0,120
Substantial,1991.6.2,Climb,Large,Day,0,0,0,170
Minor,1991.6.2,Approach,Medium,Day,0,0,0,138
None,1991.6.3,Approach,Small,Night,0,0,0,210
None,1991.6.5,Approach,Medium,Night,0,0,0,170
None,1991.6.6,Landing Roll,Small,Day,0,0,0,130
None,1991.6.7,Taxi,Medium,Day,0,0,0,
None,1991.6.8,Approach,Small,Day,0,0,0,
None,1991.6.9,Landing Roll,Small,Day,0,0,0,125
None,1991.6.9,Approach,Small,Dusk,0,0,0,160
None,1991.6.10,Approach,Small,Day,0,0,0,125
None,1991.6.11,Landing Roll,Small,Day,0,0,0,100
None,1991.6.11,Landing Roll,Small,Day,0,0,0,130
None,1991.6.11,Take-off run,Small,Day,0,0,0,130
None,1991.6.11,Take-off run,Small,Day,0,0,0,142
None,1991.6.12,Approach,Small,Day,0,0,0,140
None,1991.6.13,Landing Roll,Medium,Night,0,0,0,150
None,1991.6.14,Climb,Medium,Day,0,0,0,170
None,1991.6.15,Climb,Medium,Day,0,0,0,125
None,1991.6.16,Climb,Medium,Day,0,0,0,250
None,1991.6.17,Take-off run,Small,Day,0,0,0,130
None,1991.6.17,Take-off run,Small,Day,0,0,0,120
None,1991.6.17,Take-off run,Small,Day,0,0,0,138
None,1991.6.18,Landing Roll,Small,Day,0,0,0,90
None,1991.6.19,Approach,Medium,Day,0,0,0,150
None,1991.6.20,Landing Roll,Large,Day,0,0,0,55
C,1991.6.22,Approach,Medium,Day,0,37234,37234,200
None,1991.6.22,Landing Roll,Medium,Day,0,0,0,151
None,1991.6.22,Landing Roll,Small,Day,0,0,0,80
None,1991.6.25,Take-off run,Small,Day,0,0,0,
None,1991.6.25,Climb,Small,Night,0,0,0,
None,1991.6.26,Take-off run,Small,Dusk,0,0,0,160
None,1991.6.28,Climb,Small,Day,0,0,0,150
None,1991.6.29,Approach,Small,Dawn,0,0,0,160
None,1991.7.1,Take-off run,Medium,Night,0,0,0,70
None,1991.7.2,Climb,Small,Day,0,0,0,145
None,1991.7.3,Take-off run,Medium,Night,0,0,0,130
None,1991.7.3,Approach,Small,Dawn,0,0,0,120
None,1991.7.3,Landing Roll,Small,Day,0,0,0,
None,1991.7.5,Approach,Small,Day,0,0,0,210
None,1991.7.8,Climb,Small,Day,0,0,0,165
None,1991.7.8,Landing Roll,Small,Day,0,0,0,130
None,1991.7.9,Approach,Medium,Night,0,0,0,250
None,1991.7.9,Approach,Small,Night,0,0,0,140
None,1991.7.10,Take-off run,Medium,Dusk,0,0,0,90
None,1991.7.10,Climb,Small,Day,0,0,0,140
None,1991.7.10,Take-off run,Small,Day,0,0,0,100
None,1991.7.11,Approach,Medium,Day,0,0,0,160
None,1991.7.12,Approach,Medium,Day,0,0,0,180
None,1991.7.12,Climb,Medium,Day,0,0,0,130
None,1991.7.13,Climb,Small,Day,0,0,0,140
None,1991.7.13,Landing Roll,Small,Day,0,0,0,120
None,1991.7.13,Take-off run,Small,Day,0,0,0,137
None,1991.7.13,Take-off run,Small,Day,0,0,0,125
None,1991.7.14,Approach,Medium,Day,0,0,0,160
None,1991.7.14,Approach,Small,Day,0,0,0,160
None,1991.7.16,Approach,Medium,Day,0,0,0,150
None,1991.7.16,Approach,Small,Night,0,0,0,140
None,1991.7.17,Take-off run,Medium,Day,0,0,0,140
None,1991.7.17,Climb,Medium,Night,0,0,0,180
None,1991.7.18,Landing Roll,Small,Day,0,0,0,85
None,1991.7.18,Take-off run,Small,Day,0,0,0,120
None,1991.7.18,Approach,Small,Night,0,0,0,110
None,1991.7.20,Approach,Small,Night,0,0,0,140
None,1991.7.22,Approach,Small,Day,0,0,0,122
Substantial,1991.7.23,Climb,Large,Day,0,0,0,150
None,1991.7.23,Climb,Small,Day,0,0,0,130
None,1991.7.24,Approach,Medium,Day,0,0,0,145
None,1991.7.24,Climb,Medium,Night,0,0,0,170
None,1991.7.24,Landing Roll,Small,Dusk,0,0,0,100
None,1991.7.26,Landing Roll,Small,Day,0,0,0,100
None,1991.7.27,Landing Roll,Small,Day,0,0,0,100
None,1991.7.29,Approach,Small,Day,0,0,0,
None,1991.7.29,Landing Roll,Small,Day,0,0,0,
None,1991.7.31,Approach,Medium,Day,0,0,0,160
None,1991.8.1,Take-off run,Medium,Day,0,0,0,126
None,1991.8.1,Approach,Small,Day,0,0,0,140
None,1991.8.2,Take-off run,Medium,Day,0,0,0,140
None,1991.8.2,Approach,Small,Night,0,0,0,160
Minor,1991.8.3,Landing Roll,Large,Day,0,0,0,
None,1991.8.3,Climb,Medium,Night,0,0,0,250
None,1991.8.3,Approach,Small,Day,0,0,0,
None,1991.8.3,Descent,Small,Day,0,0,0,250
None,1991.8.4,Approach,Small,Day,0,0,0,
None,1991.8.4,Approach,Small,Day,0,0,0,130
None,1991.8.5,Approach,Small,Night,0,0,0,150
None,1991.8.5,Approach,Small,Night,0,0,0,131
None,1991.8.6,Take-off run,Medium,Day,0,0,0,135
None,1991.8.6,Approach,Small,Day,0,0,0,130
None,1991.8.7,Climb,Small,Day,0,0,0,170
None,1991.8.7,Climb,Small,Day,0,0,0,
None,1991.8.7,Approach,Small,Night,0,0,0,
None,1991.8.7,Climb,Small,Night,0,0,0,140
None,1991.8.8,Approach,Medium,Night,0,0,0,135
None,1991.8.8,Approach,Small,Day,0,0,0,200
None,1991.8.9,Approach,Medium,Night,0,0,0,200
None,1991.8.9,Approach,Small,Day,0,0,0,150
None,1991.8.11,Approach,Medium,Day,0,0,0,150
None,1991.8.11,Approach,Medium,Night,0,0,0,105
None,1991.8.11,Landing Roll,Small,Night,0,0,0,
None,1991.8.12,Climb,Medium,Day,0,0,0,100
None,1991.8.12,Climb,Medium,Dusk,0,0,0,150
None,1991.8.12,Landing Roll,Small,Day,0,0,0,110
None,1991.8.15,Approach,Medium,Day,0,0,0,140
None,1991.8.15,Approach,Medium,Day,0,0,0,130
None,1991.8.15,Take-off run,Small,Day,0,0,0,140
None,1991.8.15,Approach,Small,Night,0,0,0,125
None,1991.8.16,Climb,Small,Day,0,0,0,140
None,1991.8.16,Take-off run,Small,Day,0,0,0,
None,1991.8.17,Climb,Medium,Day,0,0,0,
None,1991.8.17,Approach,Small,Day,0,0,0,135
None,1991.8.17,Approach,Small,Day,0,0,0,130
None,1991.8.18,Climb,Medium,Night,0,0,0,250
None,1991.8.18,Approach,Small,Night,0,0,0,210
None,1991.8.18,Landing Roll,Small,Night,0,0,0,
None,1991.8.19,Take-off run,Large,Dawn,0,0,0,100
None,1991.8.19,Climb,Medium,Day,0,0,0,180
None,1991.8.19,Approach,Small,Day,0,0,0,120
None,1991.8.19,Landing Roll,Small,Day,0,0,0,120
None,1991.8.19,Approach,Small,Night,0,0,0,130
None,1991.8.20,Approach,Medium,Night,0,0,0,135
None,1991.8.20,Approach,Small,Day,0,0,0,146
None,1991.8.21,Approach,Medium,Day,0,0,0,130
Substantial,1991.8.22,Climb,Small,Day,0,0,0,190
None,1991.8.23,Approach,Medium,Day,0,0,0,131
None,1991.8.24,Approach,Small,Day,0,0,0,170
None,1991.8.25,Approach,Medium,Day,0,0,0,135
None,1991.8.26,Approach,Medium,Day,0,0,0,140
None,1991.8.26,Approach,Small,Day,0,0,0,140
None,1991.8.26,Approach,Small,Day,0,0,0,180
None,1991.8.28,Take-off run,Medium,Day,0,0,0,136
None,1991.8.28,Approach,Medium,Night,0,0,0,150
None,1991.8.28,Climb,Small,Day,0,0,0,
None,1991.8.28,Take-off run,Small,Day,0,0,0,130
None,1991.8.29,Approach,Medium,Day,0,0,0,170
None,1991.8.29,Approach,Medium,Night,0,0,0,210
None,1991.8.29,Approach,Medium,Night,0,0,0,150
None,1991.8.29,Climb,Small,Day,0,0,0,120
None,1991.8.29,Landing Roll,Small,Night,0,0,0,100
None,1991.8.30,Approach,Medium,Day,0,0,0,140
None,1991.8.30,Approach,Small,Day,0,0,0,140
None,1991.8.30,Approach,Small,Day,0,0,0,135
None,1991.8.31,Descent,Large,Day,0,0,0,230
None,1991.8.31,Approach,Medium,Day,0,16313,16313,200
Medium,1991.9.1,Climb,Medium,Day,0,0,0,180
Minor,1991.9.1,Climb,Medium,Day,0,0,0,
None,1991.9.1,Approach,Medium,Day,0,0,0,130
None,1991.9.1,Landing Roll,Medium,Dusk,0,0,0,100
None,1991.9.1,Climb,Medium,Night,0,0,0,230
None,1991.9.1,Approach,Small,Day,0,0,0,130
None,1991.9.1,Approach,Small,Night,0,0,0,210
Substantial,1991.9.2,Descent,Medium,Night,0,0,0,250
None,1991.9.2,Approach,Small,Day,0,0,0,85
None,1991.9.2,Climb,Small,Dusk,0,0,0,160
None,1991.9.2,Climb,Small,Night,0,0,0,225
None,1991.9.3,Approach,Large,Day,0,0,0,130
None,1991.9.3,Landing Roll,Medium,Day,0,0,0,100
None,1991.9.3,Approach,Small,Day,0,0,0,130
None,1991.9.4,Approach,Medium,Dusk,0,0,0,130
None,1991.9.4,Approach,Medium,Night,0,0,0,160
None,1991.9.4,Take-off run,Medium,Night,0,0,0,150
None,1991.9.4,Approach,Small,Day,0,0,0,140
None,1991.9.4,Climb,Small,Day,0,0,0,150
Substantial,1991.9.5,Approach,Large,Day,8471,67767,76238,130
None,1991.9.5,Approach,Large,Day,0,0,0,126
None,1991.9.5,Climb,Large,Night,0,0,0,230
None,1991.9.5,Take-off run,Medium,Day,0,0,0,140
None,1991.9.6,Climb,Small,Day,0,0,0,250
Minor,1991.9.7,Approach,Large,Day,0,0,0,120
None,1991.9.7,Approach,Small,Day,0,0,0,130
None,1991.9.7,Approach,Small,Day,0,0,0,150
None,1991.9.7,Approach,Small,Day,0,0,0,160
None,1991.9.7,Take-off run,Small,Day,0,0,0,
None,1991.9.8,Approach,Small,Day,0,0,0,138
None,1991.9.8,Landing Roll,Small,Day,0,0,0,40
None,1991.9.8,Take-off run,Small,Day,0,0,0,120
Minor,1991.9.9,Climb,Medium,Night,0,0,0,160
None,1991.9.9,Landing Roll,Small,Day,0,0,0,95
None,1991.9.10,Climb,Medium,Night,0,0,0,215
None,1991.9.10,Approach,Small,Day,0,0,0,125
None,1991.9.10,Approach,Small,Day,0,0,0,150
None,1991.9.10,Approach,Small,Night,0,0,0,170
Substantial,1991.9.11,Descent,Small,Day,0,0,0,
None,1991.9.11,Approach,Small,Day,0,0,0,120
None,1991.9.12,Take-off run,Medium,Dawn,0,0,0,135
None,1991.9.12,Approach,Medium,Day,0,0,0,130
None,1991.9.12,Approach,Medium,Night,0,0,0,170
None,1991.9.12,Climb,Medium,Night,0,0,0,180
None,1991.9.12,Climb,Small,Day,0,0,0,110
None,1991.9.12,Take-off run,Small,Day,0,0,0,120
None,1991.9.13,Approach,Small,Day,0,0,0,130
None,1991.9.14,Take-off run,Small,Day,0,0,0,130
None,1991.9.15,Approach,Medium,Night,0,0,0,120
None,1991.9.15,Climb,Small,Day,0,0,0,180
None,1991.9.16,Take-off run,Medium,Day,0,0,0,130
None,1991.9.16,Approach,Small,Night,0,0,0,180
None,1991.9.17,Approach,Medium,Day,0,0,0,200
None,1991.9.17,Take-off run,Medium,Day,0,0,0,
None,1991.9.17,Approach,Medium,Night,0,0,0,165
None,1991.9.17,Climb,Medium,Night,0,0,0,200
None,1991.9.17,Climb,Medium,Night,0,0,0,250
None,1991.9.17,Climb,Small,Day,0,0,0,200
None,1991.9.18,Approach,Medium,Night,0,0,0,120
None,1991.9.18,Approach,Medium,Night,0,0,0,160
None,1991.9.18,Approach,Medium,Night,0,0,0,170
None,1991.9.18,Approach,Small,Day,0,0,0,130
None,1991.9.19,Approach,Medium,Day,0,0,0,130
None,1991.9.19,Landing Roll,Medium,Day,0,0,0,149
None,1991.9.19,Take-off run,Medium,Day,0,0,0,125
None,1991.9.19,Approach,Medium,Night,0,0,0,160
None,1991.9.20,Approach,Medium,Day,0,0,0,
None,1991.9.20,Approach,Medium,Day,0,0,0,110
None,1991.9.20,Approach,Medium,Night,0,0,0,140
None,1991.9.20,Approach,Medium,Night,0,0,0,130
None,1991.9.20,Approach,Small,Day,0,0,0,170
None,1991.9.20,Approach,Small,Day,0,0,0,125
None,1991.9.20,Approach,Small,Night,0,0,0,190
None,1991.9.21,Approach,Medium,Night,0,0,0,
None,1991.9.21,Approach,Small,Night,0,0,0,130
None,1991.9.21,Approach,Small,Night,0,0,0,130
None,1991.9.23,Approach,Medium,Day,0,0,0,150
None,1991.9.23,Approach,Medium,Night,0,0,0,200
None,1991.9.23,Approach,Small,Day,0,0,0,200
None,1991.9.23,Approach,Small,Day,0,0,0,125
None,1991.9.23,Approach,Small,Night,0,0,0,116
Minor,1991.9.24,Approach,Large,Night,0,0,0,
None,1991.9.24,Approach,Small,Night,0,0,0,135
None,1991.9.25,Approach,Medium,Night,0,0,0,165
None,1991.9.25,Climb,Medium,Night,0,0,0,150
Minor,1991.9.26,Landing Roll,Large,Day,0,0,0,110
None,1991.9.26,Approach,Medium,Day,0,0,0,135
None,1991.9.26,Approach,Medium,Night,0,0,0,150
None,1991.9.26,Approach,Medium,Night,0,0,0,165
None,1991.9.26,Approach,Medium,Night,0,0,0,150
None,1991.9.27,Take-off run,Small,Day,0,0,0,130
None,1991.9.30,Approach,Medium,Day,0,0,0,120
None,1991.9.30,Take-off run,Medium,Day,0,0,0,135
None,1991.9.30,Approach,Small,Day,0,0,0,130
None,1991.9.30,Landing Roll,Small,Day,0,0,0,110
None,1991.9.30,Approach,Small,Night,0,0,0,115
None,1991.9.30,Approach,Small,Night,0,0,0,
None,1991.10.1,Approach,Small,Day,0,0,0,125
None,1991.10.2,Approach,Small,Day,0,0,0,120
None,1991.10.3,Take-off run,Medium,Dawn,0,0,0,
None,1991.10.3,Approach,Small,Day,0,0,0,140
None,1991.10.3,Climb,Small,Day,0,0,0,210
None,1991.10.4,Climb,Medium,Night,0,0,0,250
None,1991.10.5,Approach,Medium,Night,0,0,0,150
None,1991.10.5,Approach,Small,Night,0,0,0,200
None,1991.10.6,Approach,Medium,Night,0,0,0,140
None,1991.10.6,Climb,Medium,Night,0,0,0,230
None,1991.10.6,Take-off run,Small,Day,0,0,0,140
None,1991.10.6,Approach,Small,Night,0,0,0,150
None,1991.10.7,Approach,Medium,Day,0,0,0,145
None,1991.10.7,Approach,Medium,Day,0,0,0,130
None,1991.10.7,Approach,Medium,Night,0,0,0,210
None,1991.10.7,Approach,Medium,Night,0,0,0,140
None,1991.10.7,Climb,Small,Day,0,0,0,230
None,1991.10.8,Landing Roll,Medium,Day,0,0,0,105
None,1991.10.8,Take-off run,Medium,Night,0,0,0,125
None,1991.10.8,Descent,Small,Day,0,0,0,
Minor,1991.10.8,Climb,Small,Night,0,0,0,250
Minor,1991.10.9,Approach,Medium,Dusk,0,0,0,
None,1991.10.9,Approach,Medium,Night,0,0,0,180
None,1991.10.9,Approach,Small,Day,0,0,0,135
None,1991.10.9,Climb,Small,Day,0,0,0,170
None,1991.10.10,Approach,Medium,Night,0,0,0,150
None,1991.10.10,Approach,Medium,Night,0,0,0,
Substantial,1991.10.10,Climb,Small,Day,0,0,0,180
None,1991.10.10,Approach,Small,Day,0,0,0,140
None,1991.10.10,Approach,Small,Night,0,0,0,140
None,1991.10.11,Approach,Medium,Night,0,0,0,210
None,1991.10.11,Approach,Medium,Night,0,0,0,150
None,1991.10.11,Climb,Medium,Night,0,0,0,180
None,1991.10.11,Approach,Small,Night,0,0,0,167
None,1991.10.12,Approach,Medium,Day,0,0,0,
None,1991.10.13,Approach,Medium,Night,0,0,0,150
None,1991.10.13,Approach,Medium,Night,0,0,0,180
None,1991.10.13,Approach,Medium,Night,0,0,0,150
None,1991.10.14,Approach,Medium,Night,0,0,0,141
None,1991.10.14,Approach,Medium,Night,0,0,0,
None,1991.10.15,Approach,Medium,Night,0,0,0,155
None,1991.10.15,Approach,Medium,Night,0,0,0,180
None,1991.10.15,Approach,Medium,Night,0,0,0,
None,1991.10.15,Take-off run,Small,Dawn,0,0,0,100
None,1991.10.16,Approach,Large,Night,0,0,0,170
Minor,1991.10.16,Descent,Medium,Night,0,0,0,240
None,1991.10.16,Approach,Medium,Night,0,0,0,130
None,1991.10.16,Approach,Small,Night,0,0,0,120
None,1991.10.17,Descent,Large,Night,0,0,0,280
None,1991.10.17,Approach,Medium,Night,0,0,0,180
None,1991.10.17,Take-off run,Small,Day,0,0,0,85
None,1991.10.18,Climb,Medium,Day,0,0,0,200
None,1991.10.19,Approach,Medium,Night,0,0,0,130
None,1991.10.20,Approach,Medium,Day,0,0,0,200
None,1991.10.20,Approach,Medium,Night,0,0,0,230
None,1991.10.20,Climb,Small,Dusk,0,0,0,250
None,1991.10.22,Climb,Small,Day,0,0,0,150
None,1991.10.22,Approach,Small,Night,0,0,0,130
None,1991.10.23,Approach,Medium,Night,0,0,0,142
None,1991.10.24,Landing Roll,Medium,Day,0,0,0,90
Substantial,1991.10.25,Landing Roll,Large,Night,0,0,0,
Medium,1991.10.25,Take-off run,Medium,Day,0,0,0,
None,1991.10.25,Approach,Medium,Day,0,0,0,140
Substantial,1991.10.26,Climb,Large,Day,0,0,0,
None,1991.10.26,Approach,Medium,Night,0,0,0,120
None,1991.10.29,Take-off run,Medium,Dusk,0,0,0,
None,1991.10.29,Approach,Medium,Night,0,0,0,135
None,1991.10.29,Approach,Medium,Night,0,0,0,180
None,1991.10.29,Climb,Medium,Night,0,0,0,180
None,1991.10.30,Approach,Medium,Night,0,0,0,190
None,1991.10.30,Approach,Small,Night,0,0,0,200
None,1991.10.30,Approach,Small,Night,0,0,0,110
None,1991.10.31,Approach,Medium,Day,0,0,0,
None,1991.10.31,Approach,Medium,Night,0,0,0,154
None,1991.11.1,Climb,Small,Day,0,0,0,120
None,1991.11.1,Take-off run,Small,Night,0,0,0,
None,1991.11.2,Descent,Medium,Day,0,0,0,270
None,1991.11.3,Landing Roll,Large,Night,0,0,0,100
None,1991.11.3,Approach,Medium,Day,0,0,0,145
None,1991.11.3,Climb,Medium,Day,0,0,0,170
None,1991.11.3,Climb,Medium,Day,0,0,0,
None,1991.11.3,Approach,Medium,Night,0,0,0,150
None,1991.11.3,Approach,Small,Night,0,0,0,180
None,1991.11.4,Approach,Medium,Dawn,0,0,0,130
None,1991.11.4,Approach,Medium,Day,0,0,0,
None,1991.11.4,Approach,Medium,Night,0,0,0,140
None,1991.11.4,Climb,Medium,Night,0,0,0,170
None,1991.11.4,Approach,Small,Day,0,0,0,132
None,1991.11.4,Landing Roll,Small,Day,0,0,0,110
None,1991.11.5,Climb,Small,Day,0,0,0,170
Substantial,1991.11.6,Approach,Large,Dusk,0,0,0,
None,1991.11.6,Approach,Medium,Day,0,0,0,0
None,1991.11.6,Climb,Medium,Night,0,0,0,140
None,1991.11.7,Approach,Small,Night,0,0,0,180
Minor,1991.11.8,Approach,Large,Night,0,0,0,240
None,1991.11.8,Approach,Medium,Night,0,0,0,160
None,1991.11.8,Climb,Medium,Night,0,0,0,
None,1991.11.8,Approach,Small,Night,0,0,0,170
None,1991.11.8,Approach,Small,Night,0,0,0,145
None,1991.11.8,Approach,Small,Night,0,0,0,120
